movie_name,genre,year,rating
Rahenge Sadaa Gardish Mein Taare,Animation,2017,7.5
Success Story,Animation,2017,7.5
Sounds from This World,Animation,2017,7.5
Butt Dial from Marzz,Animation,2017,7.5
Pendeja, payasa y gorda,Animation,2017,7.5
No Trace of Accelerator,Animation,2017,7.5
Bam-seom-hae-jeok-dan seo-ul bul-ba-da,Animation,2017,7.5
Dead the Ends,Animation,2017,7.5
Double Dutchess: Seeing Double,Animation,2017,7.5
h36:,Animation,2017,7.5
Ghetto princes,Animation,2017,7.5
Vunnadhi Okate Zindagi,Animation,2017,7.5
Raja The Great,Animation,2017,7.5
Tao Khong Xa May,Animation,2017,7.5
Hagazussa,Animation,2017,7.5
Die Reine Notwendigkeit,Animation,2017,7.5
Lebanon Factory,Animation,2017,7.5
Church Shenanigans Exposed,Animation,2017,7.5
Les Envoutés,Animation,2017,7.5
Grey Island,Animation,2017,7.5
All About Love,Animation,2017,7.5
Via Jail: An Unread Letter From a Prison,Animation,2017,7.5
Somnia,Animation,2017,6.6
Nae chinguui nampyeon,Animation,2017,6.6
Getaway,Animation,2017,6.6
GRADE,Animation,2017,6.6
Loving in Tandem,Animation,2017,6.6
Baap Vechvano Chhe,Animation,2017,6.6
Durugin ang droga,Animation,2017,6.6
I Am Joy Chatterjee,Animation,2017,6.6
Desolation Peak,Animation,2017,6.6
Yol Ayrimi,Animation,2017,6.6
Reach,Animation,2017,6.6
Amnion,Animation,2017,6.6
NO-ONE,Animation,2017,6.6
A Role Defined,Animation,2017,6.6
Ringa Ringa Roses,Animation,2017,6.6
Szamota's Mistress,Animation,2017,6.6
Rojda,Animation,2017,6.6
The White Noise,Animation,2017,6.6
The Dead King,Animation,2017,6.6
This Morning My Baby And I Had A Dream Together,Animation,2017,6.6
The Last Trial,Animation,2017,6.6
Enjoy Your Trip to Hell,Animation,2017,6.6
Analog,Animation,2017,6.6
The Great Big Boo!,Animation,2017,6.6
Holmé,Animation,2017,6.6
Cappuccino,Animation,2017,6.6
Adolf Hitler's Last Appeal to Reason,Animation,2017,6.6
Home,Animation,2017,6.6
Shaher,Animation,2017,6.6
Sai fong gik lok,Animation,2017,6.6
Neomanila,Animation,2017,6.6
Kony Order from Above,Animation,2017,6.6
Beyaz Balina,Animation,2017,6.6
Musical Drama Chinese Gospel Choir 19th Performance,Animation,2017,6.6
Dove cadono le ombre,Animation,2017,6.6
Onnam Bhagam,Animation,2017,6.6
Awake,Animation,2017,6.6
Oh mio Dio!,Animation,2017,6.6
A Theory of Colours,Animation,2017,6.6
